crime_id,date,year,month,day,day_of_week,time,hour,city,neighborhood,crime_type,severity,latitude,longitude,victim_age,victim_gender,arrested,domestic_violence,case_status,description,month_name,quarter,hour_category,season
CR004758,2020-04-08,2020,4,8,Wednesday,10:07,10,Los Angeles,Los Angeles - Neighborhood 4,Theft,2,34.0874,-118.2633,86.0,Female,True,False,Closed,Police responded to theft call,April,2,Morning,Spring
CR004759,2020-09-28,2020,9,28,Monday,15:29,15,Phoenix,Phoenix - Neighborhood 5,Theft,2,33.4304,-112.0821,56.0,Female,False,False,Pending,Suspect involved in theft incident,September,3,Afternoon,Fall
CR004760,2020-07-07,2020,7,7,Tuesday,04:10,4,San Antonio,San Antonio - Neighborhood 4,Burglary,3,29.4818,-98.5494,71.0,Unknown,True,False,Closed,Police responded to burglary call,July,3,Late Night,Summer
CR004761,2023-08-06,2023,8,6,Sunday,17:29,17,Houston,Houston - Neighborhood 4,Homicide,5,29.728,-95.3157,,Male,False,False,Closed,Police responded to homicide call,August,3,Afternoon,Summer
CR004762,2021-02-24,2021,2,24,Wednesday,19:36,19,New York,New York - Neighborhood 1,Burglary,3,40.7924,-74.0148,81.0,Female,False,False,Closed,Suspect involved in burglary incident,February,1,Evening,Winter
CR004763,2021-01-13,2021,1,13,Wednesday,21:56,21,Chicago,Chicago - Neighborhood 3,Theft,2,41.8616,-87.5654,6.0,Female,False,False,Closed,Report of theft at 21:56,January,1,Evening,Winter
CR004764,2020-01-12,2020,1,12,Sunday,17:23,17,Los Angeles,Los Angeles - Neighborhood 3,Burglary,3,34.0916,-118.2953,52.0,,False,False,Closed,Report of burglary at 17:23,January,1,Afternoon,Winter
CR004765,2022-07-02,2022,7,2,Saturday,16:58,16,New York,New York - Neighborhood 8,Burglary,3,40.7903,-74.0636,30.0,Female,False,False,Pending,Victim reported burglary,July,3,Afternoon,Summer
CR004766,2021-12-12,2021,12,12,Sunday,07:50,7,Los Angeles,Los Angeles - Neighborhood 2,Robbery,4,34.0737,-118.2241,10.0,Female,False,False,Pending,Report of robbery at 07:50,December,4,Morning,Winter
CR004767,2023-11-11,2023,11,11,Saturday,08:36,8,Los Angeles,Los Angeles - Neighborhood 4,Burglary,3,34.0739,-118.3162,,Male,False,False,Open,Victim reported burglary,November,4,Morning,Fall
CR004768,2023-01-02,2023,1,2,Monday,07:21,7,New York,New York - Neighborhood 4,Assault,4,40.754,-73.9578,4.0,Unknown,True,False,Closed,Report of assault at 07:21,January,1,Morning,Winter
CR004769,2022-01-20,2022,1,20,Thursday,07:02,7,New York,New York - Neighborhood 5,Drug Offense,2,40.741,-73.9703,61.0,Unknown,False,False,Open,Suspect involved in drug offense incident,January,1,Morning,Winter
CR004770,2020-05-01,2020,5,1,Friday,15:18,15,Chicago,Chicago - Neighborhood 2,Theft,2,41.8282,-87.5424,69.0,Unknown,True,False,Closed,Police responded to theft call,May,2,Afternoon,Spring
CR004771,2020-12-22,2020,12,22,Tuesday,17:01,17,Dallas,Dallas - Neighborhood 2,Vehicle Theft,3,32.6849,-96.8677,34.0,Unknown,False,False,Closed,Victim reported vehicle theft,December,4,Afternoon,Winter
CR004772,2021-08-25,2021,8,25,Wednesday,14:29,14,New York,New York - Neighborhood 1,Assault,4,40.7104,-73.9325,18.0,Male,False,False,Pending,Victim reported assault,August,3,Afternoon,Summer
CR004773,2021-10-04,2021,10,4,Monday,07:34,7,Philadelphia,Philadelphia - Neighborhood 2,Theft,2,39.9074,-75.1652,44.0,Male,True,False,Closed,Victim reported theft,October,4,Morning,Fall
CR004774,2021-01-23,2021,1,23,Saturday,15:48,15,Houston,Houston - Neighborhood 7,Burglary,3,29.7913,-95.4123,56.0,,False,False,Pending,Suspect involved in burglary incident,January,1,Afternoon,Winter
CR004775,2021-06-16,2021,6,16,Wednesday,11:23,11,Philadelphia,Philadelphia - Neighborhood 6,Assault,4,39.9081,-75.1778,70.0,Female,False,False,Pending,Police responded to assault call,June,2,Morning,Summer
CR004776,2023-03-07,2023,3,7,Tuesday,19:45,19,Los Angeles,Los Angeles - Neighborhood 1,Burglary,3,34.0794,-118.2832,58.0,,False,False,Closed,Police responded to burglary call,March,1,Evening,Spring
CR004777,2021-06-15,2021,6,15,Tuesday,07:50,7,Los Angeles,Los Angeles - Neighborhood 1,Burglary,3,34.0342,-118.1959,46.0,Female,True,False,Closed,Victim reported burglary,June,2,Morning,Summer
CR004778,2023-04-13,2023,4,13,Thursday,15:00,15,New York,New York - Neighborhood 9,Theft,2,40.7323,-74.108,74.0,Male,True,False,Closed,Report of theft at 15:00,April,2,Afternoon,Spring
CR004779,2021-07-11,2021,7,11,Sunday,15:35,15,Los Angeles,Los Angeles - Neighborhood 2,Vandalism,2,33.9994,-118.3399,57.0,Male,True,True,Archived,Suspect involved in vandalism incident,July,3,Afternoon,Summer
CR004780,2021-01-23,2021,1,23,Saturday,08:03,8,Philadelphia,Philadelphia - Neighborhood 5,Burglary,3,39.9852,-75.1609,85.0,,False,False,Closed,Victim reported burglary,January,1,Morning,Winter
CR004781,2022-08-22,2022,8,22,Monday,08:09,8,Houston,Houston - Neighborhood 4,Vandalism,2,29.7249,-95.3717,,Male,False,False,Open,Suspect involved in vandalism incident,August,3,Morning,Summer
CR004782,2020-07-04,2020,7,4,Saturday,07:56,7,Chicago,Chicago - Neighborhood 2,Theft,2,41.7873,-87.5612,81.0,Male,True,False,Open,Suspect involved in theft incident,July,3,Morning,Summer
CR004783,2023-05-08,2023,5,8,Monday,20:12,20,New York,New York - Neighborhood 7,Theft,2,40.6921,-74.0534,71.0,Male,False,False,Closed,Report of theft at 20:12,May,2,Evening,Spring
CR004784,2021-09-22,2021,9,22,Wednesday,17:24,17,Dallas,Dallas - Neighborhood 5,Assault,4,32.7999,-96.8402,,Male,False,False,Pending,Report of assault at 17:24,September,3,Afternoon,Fall
CR004785,2020-04-28,2020,4,28,Tuesday,22:47,22,New York,New York - Neighborhood 8,Burglary,3,40.6964,-73.9912,3.0,,False,True,Open,Victim reported burglary,April,2,Evening,Spring
CR004786,2022-08-23,2022,8,23,Tuesday,12:53,12,Philadelphia,Philadelphia - Neighborhood 3,Drug Offense,2,39.9004,-75.2413,42.0,Male,False,True,Open,Suspect involved in drug offense incident,August,3,Afternoon,Summer
CR004787,2023-12-05,2023,12,5,Tuesday,15:09,15,Houston,Houston - Neighborhood 10,Robbery,4,29.8175,-95.3478,56.0,Female,True,False,Pending,Victim reported robbery,December,4,Afternoon,Winter
CR004788,2023-06-17,2023,6,17,Saturday,06:37,6,Chicago,Chicago - Neighborhood 5,Theft,2,41.9151,-87.7002,75.0,Male,False,False,Archived,Suspect involved in theft incident,June,2,Morning,Summer
CR004789,2022-04-18,2022,4,18,Monday,08:50,8,New York,New York - Neighborhood 9,Burglary,3,40.6268,-74.0308,,Female,False,False,Open,Report of burglary at 08:50,April,2,Morning,Spring
CR004790,2020-01-27,2020,1,27,Monday,22:31,22,San Antonio,San Antonio - Neighborhood 6,Drug Offense,2,29.4268,-98.5088,32.0,,False,True,Closed,Report of drug offense at 22:31,January,1,Evening,Winter
CR004791,2022-11-02,2022,11,2,Wednesday,05:12,5,New York,New York - Neighborhood 8,Theft,2,40.7067,-74.05,,Female,False,False,Open,Victim reported theft,November,4,Late Night,Fall
CR004792,2023-01-26,2023,1,26,Thursday,19:47,19,Los Angeles,Los Angeles - Neighborhood 2,Theft,2,33.9986,-118.1922,29.0,,False,False,Closed,Police responded to theft call,January,1,Evening,Winter
CR004793,2020-09-19,2020,9,19,Saturday,10:20,10,New York,New York - Neighborhood 2,Vandalism,2,40.6339,-74.0184,,,True,False,Open,Victim reported vandalism,September,3,Morning,Fall
CR004794,2023-11-23,2023,11,23,Thursday,05:06,5,San Antonio,San Antonio - Neighborhood 4,Burglary,3,29.4731,-98.565,56.0,Unknown,False,True,Open,Report of burglary at 05:06,November,4,Late Night,Fall
CR004795,2022-11-17,2022,11,17,Thursday,20:42,20,Los Angeles,Los Angeles - Neighborhood 1,Domestic Violence,4,34.0233,-118.2196,25.0,Male,True,True,Open,Suspect involved in domestic violence incident,November,4,Evening,Fall
CR004796,2023-03-21,2023,3,21,Tuesday,07:40,7,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,34.0452,-118.1957,64.0,,True,False,Closed,Police responded to theft call,March,1,Morning,Spring
CR004797,2021-02-10,2021,2,10,Wednesday,10:43,10,Philadelphia,Philadelphia - Neighborhood 5,Drug Offense,2,39.9387,-75.0743,56.0,Unknown,False,False,Open,Police responded to drug offense call,February,1,Morning,Winter
CR004798,2020-06-01,2020,6,1,Monday,13:48,13,Houston,Houston - Neighborhood 3,Assault,4,29.7873,-95.2797,,Unknown,False,False,Closed,Victim reported assault,June,2,Afternoon,Summer
CR004799,2021-07-24,2021,7,24,Saturday,16:05,16,New York,New York - Neighborhood 5,Fraud,2,40.7823,-74.0865,23.0,Unknown,True,False,Pending,Report of fraud at 16:05,July,3,Afternoon,Summer
CR004800,2022-08-16,2022,8,16,Tuesday,02:42,2,New York,New York - Neighborhood 5,Homicide,5,40.674,-73.9189,,Unknown,False,False,Closed,Suspect involved in homicide incident,August,3,Late Night,Summer
CR004801,2021-03-16,2021,3,16,Tuesday,17:11,17,New York,New York - Neighborhood 5,Assault,4,40.6448,-73.9121,,,False,False,Pending,Victim reported assault,March,1,Afternoon,Spring
CR004802,2023-11-09,2023,11,9,Thursday,17:25,17,Phoenix,Phoenix - Neighborhood 1,Drug Offense,2,33.4756,-112.0777,74.0,Male,True,False,Pending,Police responded to drug offense call,November,4,Afternoon,Fall
CR004803,2021-03-23,2021,3,23,Tuesday,08:13,8,New York,New York - Neighborhood 6,Theft,2,40.6823,-74.0145,85.0,,False,False,Closed,Report of theft at 08:13,March,1,Morning,Spring
CR004804,2021-02-04,2021,2,4,Thursday,18:35,18,Los Angeles,Los Angeles - Neighborhood 3,Assault,4,34.1026,-118.3159,29.0,Male,False,True,Open,Victim reported assault,February,1,Evening,Winter
CR004805,2020-07-16,2020,7,16,Thursday,06:41,6,New York,New York - Neighborhood 7,Fraud,2,40.7951,-73.9205,29.0,Female,True,False,Open,Victim reported fraud,July,3,Morning,Summer
CR004806,2021-08-11,2021,8,11,Wednesday,21:12,21,Los Angeles,Los Angeles - Neighborhood 4,Burglary,3,34.0435,-118.197,3.0,Female,False,False,Closed,Suspect involved in burglary incident,August,3,Evening,Summer
CR004807,2021-03-02,2021,3,2,Tuesday,17:20,17,New York,New York - Neighborhood 1,Fraud,2,40.7364,-74.106,,,True,False,Open,Suspect involved in fraud incident,March,1,Afternoon,Spring
CR004808,2020-08-05,2020,8,5,Wednesday,16:22,16,Philadelphia,Philadelphia - Neighborhood 5,Theft,2,39.9871,-75.088,10.0,Female,False,False,Open,Report of theft at 16:22,August,3,Afternoon,Summer
CR004809,2020-04-10,2020,4,10,Friday,10:51,10,Houston,Houston - Neighborhood 9,Vandalism,2,29.7345,-95.3124,90.0,Male,False,False,Open,Report of vandalism at 10:51,April,2,Morning,Spring
CR004810,2023-08-08,2023,8,8,Tuesday,20:51,20,New York,New York - Neighborhood 6,Theft,2,40.7203,-74.1078,,Female,False,False,Closed,Police responded to theft call,August,3,Evening,Summer
CR004811,2021-08-30,2021,8,30,Monday,15:39,15,New York,New York - Neighborhood 6,Theft,2,40.6628,-73.9888,72.0,,False,False,Open,Police responded to theft call,August,3,Afternoon,Summer
CR004812,2021-10-29,2021,10,29,Friday,17:29,17,Chicago,Chicago - Neighborhood 1,Robbery,4,41.7853,-87.5515,53.0,Female,False,False,Closed,Police responded to robbery call,October,4,Afternoon,Fall
CR004813,2021-07-20,2021,7,20,Tuesday,09:24,9,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,34.0431,-118.1634,87.0,Unknown,False,False,Archived,Suspect involved in theft incident,July,3,Morning,Summer
CR004814,2021-03-04,2021,3,4,Thursday,22:20,22,Philadelphia,Philadelphia - Neighborhood 6,Assault,4,39.8517,-75.1627,16.0,Female,False,False,Archived,Report of assault at 22:20,March,1,Evening,Spring
CR004815,2023-07-02,2023,7,2,Sunday,14:11,14,Los Angeles,Los Angeles - Neighborhood 4,Drug Offense,2,34.1326,-118.3351,73.0,Unknown,False,False,Pending,Report of drug offense at 14:11,July,3,Afternoon,Summer
CR004816,2022-03-18,2022,3,18,Friday,07:40,7,Chicago,Chicago - Neighborhood 3,Burglary,3,41.8862,-87.6556,81.0,Unknown,False,False,Closed,Police responded to burglary call,March,1,Morning,Spring
CR004817,2023-02-28,2023,2,28,Tuesday,23:55,23,Philadelphia,Philadelphia - Neighborhood 1,Theft,2,40.008,-75.2657,4.0,,False,False,Closed,Suspect involved in theft incident,February,1,Evening,Winter
CR004818,2020-02-06,2020,2,6,Thursday,02:42,2,Philadelphia,Philadelphia - Neighborhood 3,Robbery,4,40.0368,-75.0748,71.0,Unknown,True,True,Open,Victim reported robbery,February,1,Late Night,Winter
CR004819,2023-08-04,2023,8,4,Friday,10:08,10,San Antonio,San Antonio - Neighborhood 2,Theft,2,29.4811,-98.4992,23.0,Female,True,False,Pending,Report of theft at 10:08,August,3,Morning,Summer
CR004820,2020-04-18,2020,4,18,Saturday,17:28,17,New York,New York - Neighborhood 7,Arson,4,40.6398,-74.0217,63.0,Unknown,True,False,Pending,Victim reported arson,April,2,Afternoon,Spring
CR004821,2020-12-03,2020,12,3,Thursday,17:11,17,Phoenix,Phoenix - Neighborhood 1,Vandalism,2,33.4548,-112.1527,,Male,False,False,Closed,Police responded to vandalism call,December,4,Afternoon,Winter
CR004822,2022-06-12,2022,6,12,Sunday,12:33,12,Chicago,Chicago - Neighborhood 5,Sexual Assault,5,41.8156,-87.5575,79.0,Unknown,True,False,Pending,Report of sexual assault at 12:33,June,2,Afternoon,Summer
CR004823,2022-11-12,2022,11,12,Saturday,17:10,17,New York,New York - Neighborhood 9,Vandalism,2,40.6754,-73.9959,,Unknown,False,False,Closed,Victim reported vandalism,November,4,Afternoon,Fall
CR004824,2022-04-07,2022,4,7,Thursday,15:29,15,Los Angeles,Los Angeles - Neighborhood 4,Burglary,3,34.1177,-118.1787,44.0,Female,False,False,Archived,Police responded to burglary call,April,2,Afternoon,Spring
CR004825,2021-04-14,2021,4,14,Wednesday,03:12,3,San Diego,San Diego - Neighborhood 5,Vandalism,2,32.8178,-117.1411,,Male,False,False,Open,Victim reported vandalism,April,2,Late Night,Spring
CR004826,2023-09-23,2023,9,23,Saturday,13:59,13,San Jose,San Jose - Neighborhood 2,Theft,2,37.3161,-121.8308,64.0,Female,True,False,Closed,Report of theft at 13:59,September,3,Afternoon,Fall
CR004827,2020-06-17,2020,6,17,Wednesday,13:42,13,Chicago,Chicago - Neighborhood 2,Assault,4,41.8652,-87.6367,60.0,,False,False,Pending,Victim reported assault,June,2,Afternoon,Summer
CR004828,2023-10-10,2023,10,10,Tuesday,02:29,2,San Antonio,San Antonio - Neighborhood 2,Assault,4,29.4599,-98.4866,72.0,Female,True,False,Closed,Victim reported assault,October,4,Late Night,Fall
CR004829,2021-08-31,2021,8,31,Tuesday,09:04,9,Philadelphia,Philadelphia - Neighborhood 1,Arson,4,39.9579,-75.1984,24.0,,True,False,Closed,Victim reported arson,August,3,Morning,Summer
CR004830,2021-07-20,2021,7,20,Tuesday,14:05,14,New York,New York - Neighborhood 7,Theft,2,40.6745,-74.0243,24.0,Male,False,False,Archived,Police responded to theft call,July,3,Afternoon,Summer
CR004831,2021-06-25,2021,6,25,Friday,03:30,3,Chicago,Chicago - Neighborhood 2,Vandalism,2,41.7833,-87.6257,,,True,False,Pending,Report of vandalism at 03:30,June,2,Late Night,Summer
CR004832,2023-07-17,2023,7,17,Monday,03:44,3,New York,New York - Neighborhood 3,Sexual Assault,5,40.6187,-74.0323,,Female,True,False,Closed,Police responded to sexual assault call,July,3,Late Night,Summer
CR004833,2021-09-03,2021,9,3,Friday,20:00,20,Chicago,Chicago - Neighborhood 3,Vehicle Theft,3,41.8488,-87.6005,8.0,Male,False,False,Closed,Police responded to vehicle theft call,September,3,Evening,Fall
CR004834,2023-05-20,2023,5,20,Saturday,00:24,0,New York,New York - Neighborhood 2,Theft,2,40.7766,-73.9984,74.0,,False,False,Closed,Suspect involved in theft incident,May,2,Late Night,Spring
CR004835,2021-07-28,2021,7,28,Wednesday,09:19,9,Dallas,Dallas - Neighborhood 7,Theft,2,32.7478,-96.773,87.0,Male,True,True,Closed,Suspect involved in theft incident,July,3,Morning,Summer
CR004836,2021-04-11,2021,4,11,Sunday,16:53,16,New York,New York - Neighborhood 3,Theft,2,40.6753,-74.084,87.0,Female,False,False,Closed,Victim reported theft,April,2,Afternoon,Spring
CR004837,2022-11-09,2022,11,9,Wednesday,18:52,18,Los Angeles,Los Angeles - Neighborhood 1,Sexual Assault,5,33.9904,-118.1748,61.0,Male,True,False,Closed,Suspect involved in sexual assault incident,November,4,Evening,Fall
CR004838,2022-11-19,2022,11,19,Saturday,09:41,9,New York,New York - Neighborhood 6,Drug Offense,2,40.7134,-73.9702,54.0,Unknown,False,False,Closed,Police responded to drug offense call,November,4,Morning,Fall
CR004839,2021-10-21,2021,10,21,Thursday,10:10,10,Dallas,Dallas - Neighborhood 2,Burglary,3,32.8144,-96.7727,33.0,Female,False,False,Closed,Report of burglary at 10:10,October,4,Morning,Fall
CR004840,2020-01-29,2020,1,29,Wednesday,00:43,0,Houston,Houston - Neighborhood 6,Vehicle Theft,3,29.6633,-95.4512,74.0,Male,False,False,Closed,Police responded to vehicle theft call,January,1,Late Night,Winter
CR004841,2022-12-04,2022,12,4,Sunday,14:39,14,Houston,Houston - Neighborhood 4,Theft,2,29.7278,-95.3805,84.0,Unknown,True,True,Pending,Victim reported theft,December,4,Afternoon,Winter
CR004842,2021-10-27,2021,10,27,Wednesday,17:55,17,Dallas,Dallas - Neighborhood 6,Robbery,4,32.7522,-96.81,49.0,Unknown,False,False,Closed,Victim reported robbery,October,4,Afternoon,Fall
CR004843,2020-01-25,2020,1,25,Saturday,17:37,17,Dallas,Dallas - Neighborhood 1,Vandalism,2,32.7434,-96.7787,82.0,Female,False,False,Pending,Police responded to vandalism call,January,1,Afternoon,Winter
CR004844,2023-05-30,2023,5,30,Tuesday,17:30,17,New York,New York - Neighborhood 1,Burglary,3,40.8097,-74.0827,64.0,Unknown,False,False,Archived,Victim reported burglary,May,2,Afternoon,Spring
CR004845,2020-03-10,2020,3,10,Tuesday,06:24,6,New York,New York - Neighborhood 10,Arson,4,40.655,-74.0009,33.0,Unknown,False,False,Closed,Victim reported arson,March,1,Morning,Spring
CR004846,2022-12-28,2022,12,28,Wednesday,14:10,14,San Antonio,San Antonio - Neighborhood 3,Assault,4,29.3512,-98.4605,64.0,Unknown,True,False,Closed,Victim reported assault,December,4,Afternoon,Winter
CR004847,2022-10-15,2022,10,15,Saturday,14:35,14,San Diego,San Diego - Neighborhood 5,Theft,2,32.6518,-117.1895,5.0,Unknown,False,False,Pending,Victim reported theft,October,4,Afternoon,Fall
CR004848,2022-06-13,2022,6,13,Monday,15:10,15,New York,New York - Neighborhood 4,Theft,2,40.7262,-73.985,86.0,Female,True,False,Closed,Suspect involved in theft incident,June,2,Afternoon,Summer
CR004849,2020-11-03,2020,11,3,Tuesday,14:47,14,Los Angeles,Los Angeles - Neighborhood 2,Robbery,4,34.0915,-118.2825,,Female,False,False,Pending,Victim reported robbery,November,4,Afternoon,Fall
CR004850,2022-12-24,2022,12,24,Saturday,20:34,20,Chicago,Chicago - Neighborhood 4,Theft,2,41.8852,-87.6566,,Female,False,False,Closed,Police responded to theft call,December,4,Evening,Winter
CR004851,2023-08-31,2023,8,31,Thursday,02:48,2,Phoenix,Phoenix - Neighborhood 7,Sexual Assault,5,33.3897,-111.9901,60.0,Male,True,False,Closed,Police responded to sexual assault call,August,3,Late Night,Summer
CR004852,2023-02-01,2023,2,1,Wednesday,13:49,13,New York,New York - Neighborhood 5,Robbery,4,40.7495,-73.912,4.0,Male,False,False,Pending,Victim reported robbery,February,1,Afternoon,Winter
CR004853,2022-01-04,2022,1,4,Tuesday,17:11,17,Phoenix,Phoenix - Neighborhood 6,Assault,4,33.5112,-112.1559,21.0,Female,False,False,Open,Report of assault at 17:11,January,1,Afternoon,Winter
CR004854,2020-09-13,2020,9,13,Sunday,05:43,5,New York,New York - Neighborhood 9,Burglary,3,40.6362,-74.0017,68.0,Female,False,False,Pending,Police responded to burglary call,September,3,Late Night,Fall
CR004855,2022-07-14,2022,7,14,Thursday,07:59,7,Chicago,Chicago - Neighborhood 5,Theft,2,41.8068,-87.7242,3.0,Male,False,False,Pending,Suspect involved in theft incident,July,3,Morning,Summer
CR004856,2022-02-26,2022,2,26,Saturday,15:54,15,Los Angeles,Los Angeles - Neighborhood 5,Robbery,4,34.1091,-118.3145,89.0,Female,False,False,Open,Victim reported robbery,February,1,Afternoon,Winter
CR004857,2023-04-09,2023,4,9,Sunday,19:22,19,New York,New York - Neighborhood 5,Theft,2,40.6182,-73.9839,7.0,,False,False,Pending,Victim reported theft,April,2,Evening,Spring
CR004858,2023-08-28,2023,8,28,Monday,10:49,10,New York,New York - Neighborhood 3,Homicide,5,40.7237,-74.0414,54.0,,False,False,Closed,Victim reported homicide,August,3,Morning,Summer
CR004859,2023-12-26,2023,12,26,Tuesday,06:43,6,New York,New York - Neighborhood 9,Robbery,4,40.7115,-74.1036,83.0,,True,False,Closed,Suspect involved in robbery incident,December,4,Morning,Winter
CR004860,2022-10-30,2022,10,30,Sunday,17:53,17,New York,New York - Neighborhood 4,Vandalism,2,40.7532,-73.9139,,Male,False,False,Open,Report of vandalism at 17:53,October,4,Afternoon,Fall
CR004861,2022-05-08,2022,5,8,Sunday,11:28,11,Dallas,Dallas - Neighborhood 8,Fraud,2,32.8658,-96.8193,58.0,,True,False,Closed,Victim reported fraud,May,2,Morning,Spring
CR004862,2021-04-25,2021,4,25,Sunday,20:05,20,Houston,Houston - Neighborhood 10,Theft,2,29.695,-95.3459,55.0,Male,False,False,Closed,Suspect involved in theft incident,April,2,Evening,Spring
CR004863,2022-02-11,2022,2,11,Friday,20:22,20,San Jose,San Jose - Neighborhood 1,Robbery,4,37.3956,-121.9359,50.0,Female,False,False,Closed,Victim reported robbery,February,1,Evening,Winter
CR004864,2023-09-07,2023,9,7,Thursday,03:17,3,Los Angeles,Los Angeles - Neighborhood 3,Burglary,3,33.9964,-118.3144,1.0,Female,True,False,Pending,Report of burglary at 03:17,September,3,Late Night,Fall
CR004865,2022-07-11,2022,7,11,Monday,17:53,17,Los Angeles,Los Angeles - Neighborhood 5,Sexual Assault,5,34.0248,-118.1907,47.0,Male,True,False,Closed,Suspect involved in sexual assault incident,July,3,Afternoon,Summer
CR004866,2023-09-01,2023,9,1,Friday,07:09,7,San Jose,San Jose - Neighborhood 5,Vandalism,2,37.3243,-121.956,37.0,Male,False,False,Pending,Police responded to vandalism call,September,3,Morning,Fall
CR004867,2021-02-08,2021,2,8,Monday,21:48,21,Houston,Houston - Neighborhood 9,Burglary,3,29.7289,-95.4628,11.0,,False,False,Closed,Police responded to burglary call,February,1,Evening,Winter
CR004868,2020-11-30,2020,11,30,Monday,19:57,19,Philadelphia,Philadelphia - Neighborhood 2,Arson,4,40.039,-75.1851,83.0,Female,False,False,Archived,Report of arson at 19:57,November,4,Evening,Fall
CR004869,2021-12-26,2021,12,26,Sunday,19:58,19,Chicago,Chicago - Neighborhood 5,Fraud,2,41.8729,-87.5508,51.0,Male,False,False,Closed,Victim reported fraud,December,4,Evening,Winter
CR004870,2023-10-02,2023,10,2,Monday,20:15,20,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,34.1288,-118.2592,0.0,Unknown,False,True,Open,Suspect involved in theft incident,October,4,Evening,Fall
CR004871,2022-10-06,2022,10,6,Thursday,17:27,17,Phoenix,Phoenix - Neighborhood 7,Domestic Violence,4,33.3528,-112.154,53.0,Unknown,True,True,Open,Report of domestic violence at 17:27,October,4,Afternoon,Fall
CR004872,2022-01-28,2022,1,28,Friday,09:44,9,New York,New York - Neighborhood 9,Assault,4,40.7315,-73.9338,28.0,Unknown,False,False,Open,Victim reported assault,January,1,Morning,Winter
CR004873,2022-03-01,2022,3,1,Tuesday,15:25,15,New York,New York - Neighborhood 5,Burglary,3,40.6653,-74.0571,,,True,False,Closed,Police responded to burglary call,March,1,Afternoon,Spring
CR004874,2021-02-19,2021,2,19,Friday,17:17,17,Houston,Houston - Neighborhood 2,Burglary,3,29.6975,-95.2857,,Female,False,False,Open,Suspect involved in burglary incident,February,1,Afternoon,Winter
CR004875,2020-08-02,2020,8,2,Sunday,23:14,23,New York,New York - Neighborhood 1,Drug Offense,2,40.6782,-74.041,,Female,False,False,Open,Police responded to drug offense call,August,3,Evening,Summer
CR004876,2020-06-10,2020,6,10,Wednesday,18:11,18,Los Angeles,Los Angeles - Neighborhood 3,Theft,2,34.0141,-118.2716,60.0,,False,False,Archived,Report of theft at 18:11,June,2,Evening,Summer
CR004877,2021-02-02,2021,2,2,Tuesday,13:20,13,Chicago,Chicago - Neighborhood 5,Drug Offense,2,41.8951,-87.534,71.0,Female,False,False,Closed,Report of drug offense at 13:20,February,1,Afternoon,Winter
CR004878,2020-04-04,2020,4,4,Saturday,20:10,20,New York,New York - Neighborhood 2,Drug Offense,2,40.7094,-73.96,45.0,Female,True,False,Closed,Report of drug offense at 20:10,April,2,Evening,Spring
CR004879,2020-12-20,2020,12,20,Sunday,07:57,7,Los Angeles,Los Angeles - Neighborhood 2,Fraud,2,34.0498,-118.271,61.0,Unknown,False,False,Open,Suspect involved in fraud incident,December,4,Morning,Winter
CR004880,2022-12-28,2022,12,28,Wednesday,10:45,10,Los Angeles,Los Angeles - Neighborhood 1,Burglary,3,34.0742,-118.2726,70.0,Female,False,False,Closed,Police responded to burglary call,December,4,Morning,Winter
CR004881,2020-06-14,2020,6,14,Sunday,08:16,8,San Diego,San Diego - Neighborhood 3,Vandalism,2,32.6905,-117.0887,,Unknown,True,False,Archived,Report of vandalism at 08:16,June,2,Morning,Summer
CR004882,2021-06-25,2021,6,25,Friday,05:43,5,Phoenix,Phoenix - Neighborhood 7,Theft,2,33.4157,-112.0571,42.0,Unknown,False,False,Open,Suspect involved in theft incident,June,2,Late Night,Summer
CR004883,2020-08-22,2020,8,22,Saturday,11:51,11,Los Angeles,Los Angeles - Neighborhood 2,Theft,2,34.0674,-118.2182,40.0,Female,True,False,Closed,Report of theft at 11:51,August,3,Morning,Summer
CR004884,2022-12-12,2022,12,12,Monday,17:25,17,Los Angeles,Los Angeles - Neighborhood 4,Burglary,3,34.1459,-118.2864,27.0,Male,False,False,Open,Suspect involved in burglary incident,December,4,Afternoon,Winter
CR004885,2020-11-09,2020,11,9,Monday,14:38,14,Los Angeles,Los Angeles - Neighborhood 2,Vandalism,2,34.1181,-118.1708,51.0,Male,False,False,Open,Victim reported vandalism,November,4,Afternoon,Fall
CR004886,2022-07-15,2022,7,15,Friday,13:46,13,Chicago,Chicago - Neighborhood 1,Fraud,2,41.8046,-87.634,68.0,Unknown,True,False,Closed,Police responded to fraud call,July,3,Afternoon,Summer
CR004887,2021-05-06,2021,5,6,Thursday,15:26,15,New York,New York - Neighborhood 9,Vehicle Theft,3,40.7171,-74.078,52.0,Unknown,False,False,Closed,Police responded to vehicle theft call,May,2,Afternoon,Spring
CR004888,2023-11-18,2023,11,18,Saturday,07:40,7,Chicago,Chicago - Neighborhood 2,Theft,2,41.8536,-87.6683,74.0,Female,True,False,Pending,Suspect involved in theft incident,November,4,Morning,Fall
CR004889,2023-08-11,2023,8,11,Friday,14:13,14,Houston,Houston - Neighborhood 9,Burglary,3,29.8431,-95.3333,83.0,Unknown,False,True,Open,Suspect involved in burglary incident,August,3,Afternoon,Summer
